,Year,Rnd,Pick,Player,Pos,DrAge,Tm,From,To,AP1,PB,St,CarAV,G,GS,Att,Yds,TD,Rec,Yds.1,TD.1,College/Univ,PFR_URL,Height,Weight
1110,1986,6,142,Bob Thompson,WR,23.0,NOR,1987.0,1987.0,0,0,0,0.0,2.0,0.0,,,,,,,Youngstown St.,http://www.pro-football-reference.com/players/T/ThomBo20.htm,69,170
1111,1986,6,154,Floyd Dixon,WR,22.0,ATL,1986.0,1992.0,0,0,3,17.0,91.0,48.0,23.0,110.0,0.0,184.0,2523.0,16.0,S.F. Austin,http://www.pro-football-reference.com/players/D/DixoFl00.htm,69,170
1112,1986,6,155,Curt Pardridge,WR,22.0,SDG,1987.0,1987.0,0,0,0,2.0,3.0,0.0,,,,8.0,145.0,1.0,Northern Illinois,http://www.pro-football-reference.com/players/P/PardCu20.htm,70,175
1113,1986,6,157,Solomon Miller,WR,21.0,NYG,1986.0,1987.0,0,0,0,3.0,24.0,2.0,1.0,3.0,0.0,14.0,241.0,2.0,Utah St.,http://www.pro-football-reference.com/players/M/MillSo00.htm,73,185
1114,1986,6,159,Keith Williams,WR,21.0,ATL,1986.0,1986.0,0,0,0,1.0,12.0,0.0,3.0,18.0,0.0,12.0,164.0,1.0,SW Missouri St.,http://www.pro-football-reference.com/players/W/WillKe01.htm,70,173
1115,1986,6,161,Mark Jackson,WR,23.0,DEN,1986.0,1994.0,0,0,6,44.0,130.0,84.0,21.0,94.0,1.0,342.0,5551.0,29.0,Purdue,http://www.pro-football-reference.com/players/J/JackMa00.htm,69,180
1116,1986,7,169,Corn Redick,WR,22.0,PHI,1987.0,1987.0,0,0,0,0.0,1.0,0.0,,,,1.0,18.0,0.0,Cal State-Fullerton,http://www.pro-football-reference.com/players/R/RediCo20.htm,71,185
1117,1986,7,170,Eric Swanson,WR,23.0,STL,1986.0,1986.0,0,0,0,0.0,9.0,0.0,,,,,,,Tennessee,http://www.pro-football-reference.com/players/S/SwanEr20.htm,71,186
1120,1986,9,222,Reggie Bynum,WR,22.0,BUF,1987.0,1987.0,0,0,0,0.0,1.0,1.0,,,,2.0,24.0,0.0,Oregon St.,http://www.pro-football-reference.com/players/B/BynuRe20.htm,73,185
1121,1986,9,244,Joe Thomas,WR,23.0,DEN,1987.0,1987.0,0,0,0,0.0,1.0,0.0,,,,,,,Miss. Valley St.,http://www.pro-football-reference.com/players/T/ThomJo20.htm,71,175
1122,1986,10,255,Wes Smith,WR,23.0,STL,1987.0,1987.0,0,0,0,0.0,1.0,0.0,,,,,,,Texas A&M-Commerce,http://www.pro-football-reference.com/players/S/SmitWe21.htm,71,194
1126,1986,11,305,Glen Kozlowski,WR,23.0,CHI,1987.0,1992.0,0,0,0,5.0,66.0,3.0,1.0,3.0,0.0,31.0,471.0,3.0,BYU,http://www.pro-football-reference.com/players/K/KozlGl00.htm,73,200
1127,1986,12,308,Steve Griffin,WR,21.0,ATL,1987.0,1987.0,0,0,0,0.0,2.0,0.0,,,,,,,Purdue,http://www.pro-football-reference.com/players/G/GrifSt22.htm,71,198
1129,1986,12,323,Eric Yarber,WR,22.0,WAS,1986.0,1987.0,0,0,0,0.0,14.0,0.0,,,,1.0,5.0,0.0,Idaho,http://www.pro-football-reference.com/players/Y/YarbEr20.htm,68,156
1131,1985,1,10,Al Toon,WR,22.0,NYJ,1985.0,1992.0,1,3,8,54.0,107.0,95.0,4.0,7.0,0.0,517.0,6605.0,31.0,Wisconsin,http://www.pro-football-reference.com/players/T/ToonAl00.htm,76,205
1132,1985,1,13,Eddie Brown,WR,22.0,CIN,1985.0,1991.0,0,1,7,58.0,102.0,99.0,25.0,164.0,0.0,363.0,6134.0,41.0,Miami (FL),http://www.pro-football-reference.com/players/B/BrowEd00.htm,72,185
1133,1985,1,16,Jerry Rice HOF,WR,22.0,SFO,1985.0,2004.0,10,13,18,159.0,303.0,284.0,87.0,645.0,10.0,1549.0,22895.0,197.0,Miss. Valley St.,http://www.pro-football-reference.com/players/R/RiceJe00.htm,74,200
1134,1985,1,23,Jessie Hester,WR,22.0,RAI,1985.0,1995.0,0,0,7,37.0,147.0,105.0,8.0,53.0,1.0,373.0,5850.0,29.0,Florida St.,http://www.pro-football-reference.com/players/H/HestJe00.htm,71,175
1135,1985,2,31,Vance Johnson,WR,22.0,DEN,1985.0,1995.0,0,0,6,47.0,128.0,83.0,17.0,44.0,0.0,415.0,5695.0,37.0,Arizona,http://www.pro-football-reference.com/players/J/JohnVa00.htm,71,185
1136,1985,2,42,Chris Burkett,WR,23.0,BUF,1985.0,1993.0,0,0,3,31.0,131.0,62.0,2.0,-6.0,0.0,292.0,4352.0,19.0,Jackson St.,http://www.pro-football-reference.com/players/B/BurkCh00.htm,76,205
1137,1985,2,46,Stacy Robinson,WR,23.0,NYG,1985.0,1990.0,0,0,1,6.0,43.0,14.0,,,,48.0,749.0,7.0,North Dakota St.,http://www.pro-football-reference.com/players/R/RobiSt00.htm,71,186
1138,1985,2,50,Chuck Scott,WR,22.0,RAM,1986.0,1987.0,0,0,0,1.0,11.0,0.0,,,,6.0,87.0,0.0,Vanderbilt,http://www.pro-football-reference.com/players/S/ScotCh22.htm,74,198
1139,1985,3,78,James Maness,WR,22.0,CHI,1985.0,1985.0,0,0,0,0.0,8.0,0.0,,,,1.0,34.0,0.0,TCU,http://www.pro-football-reference.com/players/M/ManeJa20.htm,73,174
1140,1985,3,79,Tim Moffett,WR,23.0,RAI,1985.0,1987.0,0,0,0,3.0,32.0,2.0,1.0,1.0,0.0,16.0,247.0,1.0,Mississippi,http://www.pro-football-reference.com/players/M/MoffTi00.htm,74,180
1141,1985,3,81,Danny Greene,WR,23.0,SEA,1985.0,1985.0,0,0,0,0.0,4.0,0.0,,,,2.0,10.0,1.0,Washington,http://www.pro-football-reference.com/players/G/GreeDa23.htm,71,190
1142,1985,4,85,Buster Rhymes,WR,23.0,MIN,1985.0,1986.0,0,0,0,1.0,20.0,0.0,,,,8.0,149.0,0.0,Oklahoma,http://www.pro-football-reference.com/players/R/RhymBu20.htm,74,217
1143,1985,4,86,Andre Reed HOF,WR,21.0,BUF,1985.0,2000.0,0,7,14,98.0,234.0,217.0,75.0,500.0,1.0,951.0,13198.0,87.0,Kutztown Pennsylvania,http://www.pro-football-reference.com/players/R/ReedAn00.htm,74,190
1144,1985,4,89,Emile Harry,WR,22.0,ATL,1986.0,1992.0,0,0,0,18.0,83.0,17.0,2.0,36.0,0.0,150.0,2011.0,9.0,Stanford,http://www.pro-football-reference.com/players/H/HarrEm00.htm,71,175
1146,1985,4,98,Walter Stanley,WR,22.0,GNB,1985.0,1992.0,0,0,3,17.0,85.0,36.0,6.0,58.0,0.0,130.0,2213.0,5.0,Mesa,http://www.pro-football-reference.com/players/S/StanWa00.htm,69,180
1148,1985,5,130,Jimmy Teal,WR,23.0,BUF,1985.0,1988.0,0,0,0,4.0,14.0,3.0,,,,21.0,282.0,3.0,Texas A&M,http://www.pro-football-reference.com/players/T/TealJi00.htm,70,170
1151,1985,6,145,George Shorthose,WR,23.0,MIA,1985.0,1985.0,0,0,0,0.0,3.0,0.0,,,,,,,Missouri,http://www.pro-football-reference.com/players/S/ShorGe20.htm,72,198
1152,1985,6,161,Mike Young,WR,23.0,RAM,1985.0,1994.0,0,0,1,18.0,114.0,16.0,,,,144.0,2034.0,14.0,UCLA,http://www.pro-football-reference.com/players/Y/YounMi00.htm,73,187
1153,1985,7,170,Mike Akiu,WR,23.0,HOU,1985.0,1986.0,0,0,0,0.0,20.0,1.0,,,,6.0,99.0,0.0,Hawaii,http://www.pro-football-reference.com/players/A/AkiuMi20.htm,69,182
1154,1985,7,173,James Harbour,WR,22.0,IND,1986.0,1986.0,0,0,0,0.0,9.0,0.0,,,,4.0,46.0,0.0,Mississippi,http://www.pro-football-reference.com/players/H/HarbJa20.htm,73,192
1155,1985,7,175,Reggie Langhorne,WR,22.0,CLE,1985.0,1993.0,0,0,8,36.0,134.0,109.0,9.0,27.0,1.0,411.0,5446.0,19.0,Elizabeth City St.,http://www.pro-football-reference.com/players/L/LangRe00.htm,74,200
1156,1985,7,178,Karl Powe,WR,23.0,DAL,1985.0,1986.0,0,0,0,2.0,16.0,1.0,,,,14.0,237.0,0.0,Alabama St.,http://www.pro-football-reference.com/players/P/PoweKa20.htm,74,175
1157,1985,7,179,Eric Martin,WR,23.0,NOR,1985.0,1994.0,0,1,9,67.0,153.0,119.0,4.0,11.0,0.0,553.0,8161.0,49.0,LSU,http://www.pro-football-reference.com/players/M/MartEr00.htm,73,207
1158,1985,7,188,Mark Pattison,WR,23.0,RAI,1986.0,1988.0,0,0,0,2.0,18.0,4.0,,,,12.0,152.0,0.0,Washington,http://www.pro-football-reference.com/players/P/PattMa00.htm,74,190
1159,1985,8,200,Ricky Nichols,WR,23.0,IND,1985.0,1985.0,0,0,0,0.0,3.0,0.0,,,,,,,East Carolina,http://www.pro-football-reference.com/players/N/NichRi20.htm,70,176
1160,1985,8,203,Fred Banks,WR,23.0,CLE,1985.0,1993.0,0,0,0,14.0,80.0,11.0,1.0,3.0,0.0,105.0,1636.0,10.0,Liberty,http://www.pro-football-reference.com/players/B/BankFr00.htm,70,177
1161,1985,8,204,Phil Freeman,WR,22.0,TAM,1985.0,1987.0,0,0,0,3.0,37.0,11.0,1.0,1.0,0.0,22.0,370.0,4.0,Arizona,http://www.pro-football-reference.com/players/F/FreePh00.htm,71,185
1162,1985,8,210,Ira Hillary,WR,22.0,KAN,1987.0,1990.0,0,0,0,4.0,46.0,1.0,1.0,-2.0,0.0,27.0,303.0,2.0,South Carolina,http://www.pro-football-reference.com/players/H/HillIr00.htm,70,190
1163,1985,8,216,Leon Gonzalez,WR,21.0,DAL,1985.0,1987.0,0,0,0,0.0,13.0,0.0,,,,6.0,68.0,0.0,Bethune-Cookman,http://www.pro-football-reference.com/players/G/GonzLe20.htm,70,162
1165,1985,9,226,Steve Tasker,WR,23.0,HOU,1985.0,1997.0,0,7,0,7.0,169.0,10.0,20.0,130.0,0.0,51.0,779.0,9.0,Northwestern,http://www.pro-football-reference.com/players/T/TaskSt00.htm,69,185
1167,1985,10,258,Clayton Beauford,WR,22.0,DET,1987.0,1987.0,0,0,0,0.0,1.0,0.0,,,,,,,Auburn,http://www.pro-football-reference.com/players/B/BeauCl20.htm,71,190
1168,1985,11,281,Willie Drewrey,WR,22.0,HOU,1985.0,1993.0,0,0,0,11.0,128.0,3.0,2.0,-4.0,0.0,106.0,1601.0,7.0,West Virginia,http://www.pro-football-reference.com/players/D/DrewWi00.htm,67,184
1170,1985,12,315,Shane Swanson,WR,22.0,CLE,1987.0,1987.0,0,0,0,1.0,3.0,2.0,,,,6.0,87.0,1.0,Nebraska,http://www.pro-football-reference.com/players/S/SwanSh20.htm,69,200
1172,1984,1,1,Irving Fryar,WR,21.0,NWE,1984.0,2000.0,0,5,13,79.0,255.0,208.0,44.0,242.0,1.0,851.0,12785.0,84.0,Nebraska,http://www.pro-football-reference.com/players/F/FryaIr00.htm,72,200
1173,1984,1,4,Kenny Jackson,WR,22.0,PHI,1984.0,1991.0,0,0,4,15.0,102.0,53.0,8.0,51.0,0.0,126.0,2170.0,11.0,Penn St.,http://www.pro-football-reference.com/players/J/JackKe01.htm,72,180
1174,1984,1,17,Clyde Duncan,WR,23.0,STL,1984.0,1985.0,0,0,0,0.0,19.0,0.0,,,,4.0,39.0,1.0,Tennessee,http://www.pro-football-reference.com/players/D/DuncCl20.htm,73,202
1175,1984,1,23,Louis Lipps,WR,22.0,PIT,1984.0,1992.0,0,2,7,56.0,110.0,98.0,29.0,388.0,4.0,359.0,6019.0,39.0,Southern Miss,http://www.pro-football-reference.com/players/L/LippLo00.htm,70,190
1176,1984,2,41,Eric Richardson,WR,22.0,BUF,1985.0,1986.0,0,0,0,1.0,30.0,2.0,,,,15.0,250.0,0.0,San Jose St.,http://www.pro-football-reference.com/players/R/RichEr00.htm,73,183
1177,1984,2,47,Pete Mandley,WR,23.0,DET,1984.0,1990.0,0,0,3,21.0,92.0,40.0,9.0,48.0,1.0,172.0,2370.0,12.0,Northern Arizona,http://www.pro-football-reference.com/players/M/MandPe00.htm,70,191
1178,1984,2,49,Daryl Turner,WR,22.0,SEA,1984.0,1987.0,0,0,4,17.0,59.0,40.0,,,,101.0,1872.0,36.0,Michigan St.,http://www.pro-football-reference.com/players/T/TurnDa00.htm,75,194
1179,1984,2,50,Bruce Davis,WR,21.0,CLE,1984.0,1984.0,0,0,0,1.0,14.0,1.0,1.0,6.0,0.0,7.0,119.0,2.0,Baylor,http://www.pro-football-reference.com/players/D/DaviBr22.htm,68,160
1180,1984,4,95,Mitchell Brookins,WR,23.0,BUF,1984.0,1985.0,0,0,0,2.0,21.0,1.0,2.0,27.0,0.0,21.0,389.0,1.0,Illinois,http://www.pro-football-reference.com/players/B/BrooMi00.htm,71,196
1181,1984,4,104,Brian Brennan,WR,22.0,CLE,1984.0,1992.0,0,0,1,35.0,132.0,27.0,,,,334.0,4336.0,20.0,Boston Col.,http://www.pro-football-reference.com/players/B/BrenBr00.htm,69,178
1182,1984,4,108,Weegie Thompson,WR,23.0,PIT,1984.0,1989.0,0,0,1,12.0,92.0,25.0,,,,79.0,1377.0,11.0,Florida St.,http://www.pro-football-reference.com/players/T/ThomWe00.htm,78,212
1186,1984,6,154,Dwight Collins,WR,23.0,MIN,1984.0,1984.0,0,0,0,1.0,16.0,1.0,3.0,-14.0,0.0,11.0,143.0,1.0,Pittsburgh,http://www.pro-football-reference.com/players/C/CollDw00.htm,73,208
1187,1984,6,161,Eric Mullins,WR,22.0,HOU,1984.0,1984.0,0,0,0,1.0,13.0,2.0,1.0,0.0,0.0,6.0,85.0,1.0,Stanford,http://www.pro-football-reference.com/players/M/MullEr20.htm,71,181
1188,1984,7,171,Lionel Manuel,WR,22.0,NYG,1984.0,1990.0,0,0,4,32.0,90.0,61.0,9.0,44.0,0.0,232.0,3941.0,23.0,Pacific,http://www.pro-football-reference.com/players/M/ManuLi00.htm,71,178
1189,1984,7,174,Jesse Bendross,WR,22.0,SDG,1984.0,1987.0,0,0,0,3.0,35.0,2.0,,,,27.0,369.0,2.0,Alabama,http://www.pro-football-reference.com/players/B/BendJe00.htm,72,196
1190,1984,7,192,Derwin Williams,WR,23.0,NWE,1985.0,1987.0,0,0,0,1.0,42.0,1.0,,,,14.0,228.0,0.0,New Mexico,http://www.pro-football-reference.com/players/W/WillDe00.htm,72,180
1193,1984,8,212,Brad Anderson,WR,23.0,CHI,1984.0,1985.0,0,0,0,1.0,27.0,3.0,,,,4.0,83.0,1.0,Arizona,http://www.pro-football-reference.com/players/A/AndeBr20.htm,74,198
1195,1984,9,235,Keith Kidd,WR,21.0,MIN,1987.0,1987.0,0,0,0,0.0,1.0,0.0,,,,,,,Arkansas,http://www.pro-football-reference.com/players/K/KiddKe20.htm,73,195
1199,1984,11,293,Michael Harper,WR,23.0,RAM,1986.0,1989.0,0,0,0,4.0,35.0,6.0,1.0,3.0,0.0,25.0,352.0,1.0,USC,http://www.pro-football-reference.com/players/H/HarpMi00.htm,70,180
1200,1984,11,299,Craig White,WR,22.0,BUF,1984.0,1984.0,0,0,0,0.0,14.0,0.0,,,,4.0,28.0,0.0,Missouri,http://www.pro-football-reference.com/players/W/WhitCr20.htm,73,194
1204,1984,12,313,Lenny Taylor,WR,23.0,GNB,1984.0,1987.0,0,0,0,1.0,5.0,2.0,1.0,-13.0,0.0,13.0,179.0,1.0,Tennessee,http://www.pro-football-reference.com/players/T/TaylLe21.htm,70,173
1206,1984,12,318,Don Holmes,WR,23.0,ATL,1986.0,1990.0,0,0,0,3.0,60.0,2.0,,,,25.0,413.0,1.0,Mesa,http://www.pro-football-reference.com/players/H/HolmDo00.htm,70,180
1211,1984,12,335,Curtland Thomas,WR,22.0,WAS,1987.0,1987.0,0,0,0,0.0,2.0,0.0,,,,1.0,14.0,0.0,Missouri,http://www.pro-football-reference.com/players/T/ThomCu20.htm,72,185
1212,1983,1,18,Willie Gault,WR,23.0,CHI,1983.0,1993.0,0,0,9,55.0,170.0,141.0,21.0,154.0,0.0,333.0,6635.0,44.0,Tennessee,http://www.pro-football-reference.com/players/G/GaulWi00.htm,72,181
1213,1983,2,32,Henry Ellard,WR,22.0,RAM,1983.0,1998.0,2,3,14,96.0,228.0,199.0,19.0,50.0,0.0,814.0,13777.0,65.0,Fresno St.,http://www.pro-football-reference.com/players/E/EllaHe00.htm,71,180
1214,1983,2,41,Ron Brown,WR,22.0,CLE,1984.0,1991.0,1,1,3,21.0,100.0,32.0,21.0,127.0,0.0,98.0,1791.0,13.0,Arizona St.,http://www.pro-football-reference.com/players/B/BrowRo01.htm,71,181
1215,1983,2,47,Darryal Wilson,WR,22.0,NWE,1983.0,1983.0,0,0,0,0.0,9.0,0.0,,,,,,,Tennessee,http://www.pro-football-reference.com/players/W/WilsDa21.htm,72,182
1216,1983,2,52,Wayne Capers,WR,22.0,PIT,1983.0,1986.0,0,0,1,9.0,47.0,17.0,5.0,26.0,1.0,51.0,822.0,5.0,Kansas,http://www.pro-football-reference.com/players/C/CapeWa00.htm,74,198
1217,1983,3,60,Clint Sampson,WR,22.0,DEN,1983.0,1986.0,0,0,0,10.0,59.0,10.0,,,,66.0,1014.0,8.0,San Diego St.,http://www.pro-football-reference.com/players/S/SampCl00.htm,71,183
1218,1983,3,62,Glen Young,WR,22.0,PHI,1983.0,1988.0,0,0,0,2.0,58.0,3.0,,,,11.0,317.0,2.0,Mississippi St.,http://www.pro-football-reference.com/players/Y/YounGl20.htm,74,205
1219,1983,3,74,Stephen Starring,WR,22.0,NWE,1983.0,1988.0,0,0,1,17.0,84.0,23.0,5.0,-3.0,0.0,120.0,2029.0,11.0,McNeese St.,http://www.pro-football-reference.com/players/S/StarSt00.htm,70,172
1220,1983,3,78,Jo-Jo Townsell,WR,22.0,NYJ,1985.0,1990.0,0,0,1,10.0,83.0,13.0,2.0,0.0,0.0,70.0,1119.0,5.0,UCLA,http://www.pro-football-reference.com/players/T/TownJo00.htm,69,180
1221,1983,4,85,Phil Smith,WR,23.0,BAL,1983.0,1987.0,0,0,0,3.0,22.0,4.0,2.0,-10.0,0.0,9.0,189.0,0.0,San Diego St.,http://www.pro-football-reference.com/players/S/SmitPh20.htm,75,190
1222,1983,4,104,Mike Miller,WR,23.0,GNB,1983.0,1985.0,0,0,0,1.0,16.0,0.0,1.0,2.0,0.0,7.0,170.0,0.0,Tennessee,http://www.pro-football-reference.com/players/M/MillMi20.htm,71,182
1223,1983,5,123,Chris Castor,WR,23.0,SEA,1983.0,1984.0,0,0,0,1.0,23.0,0.0,,,,8.0,89.0,0.0,Duke,http://www.pro-football-reference.com/players/C/CastCh20.htm,72,170
1224,1983,5,130,Steve Bird,WR,22.0,STL,1983.0,1984.0,0,0,0,0.0,23.0,0.0,,,,,,,East. Kentucky,http://www.pro-football-reference.com/players/B/BirdSt20.htm,71,171
1225,1983,5,133,Paul Skansi,WR,22.0,PIT,1983.0,1991.0,0,0,0,17.0,115.0,2.0,,,,166.0,1950.0,10.0,Washington,http://www.pro-football-reference.com/players/S/SkanPa00.htm,71,186
1226,1983,5,134,Otis Grant,WR,22.0,RAM,1983.0,1987.0,0,0,0,5.0,33.0,6.0,3.0,10.0,0.0,37.0,565.0,1.0,Michigan St.,http://www.pro-football-reference.com/players/G/GranOt00.htm,75,197
1227,1983,5,138,Dokie Williams,WR,23.0,RAI,1983.0,1987.0,0,0,2,23.0,74.0,39.0,3.0,27.0,0.0,148.0,2866.0,25.0,UCLA,http://www.pro-football-reference.com/players/W/WillDo00.htm,71,180
1228,1983,5,140,Gregg Garrity,WR,22.0,PIT,1983.0,1989.0,0,0,0,12.0,79.0,8.0,,,,82.0,1329.0,6.0,Penn St.,http://www.pro-football-reference.com/players/G/GarrGr00.htm,70,171
1229,1983,6,141,Trumaine Johnson,WR,22.0,SDG,1985.0,1988.0,0,0,1,9.0,55.0,16.0,,,,86.0,1150.0,4.0,Grambling St.,http://www.pro-football-reference.com/players/J/JohnTr02.htm,73,196
1230,1983,6,147,Victor Oatis,WR,24.0,PHI,1983.0,1983.0,0,0,0,1.0,9.0,0.0,,,,6.0,93.0,0.0,NW State (LA),http://www.pro-football-reference.com/players/O/OatiVi20.htm,72,177
1231,1983,6,148,Gene Branton,WR,22.0,TAM,1983.0,1985.0,0,0,0,0.0,4.0,0.0,,,,,,,Texas Southern,http://www.pro-football-reference.com/players/B/BranGe21.htm,76,223
1233,1983,6,156,Anthony Allen,WR,24.0,ATL,1985.0,1989.0,0,0,0,6.0,45.0,7.0,,,,44.0,767.0,8.0,Washington,http://www.pro-football-reference.com/players/A/AlleAn00.htm,71,180
1234,1983,6,159,Mike Jones,WR,23.0,MIN,1983.0,1989.0,0,0,3,22.0,79.0,37.0,7.0,60.0,0.0,165.0,2372.0,11.0,Tennessee St.,http://www.pro-football-reference.com/players/J/JoneMi00.htm,71,181
1235,1983,7,170,Herkie Walls,WR,22.0,HOU,1983.0,1987.0,0,0,1,5.0,38.0,15.0,9.0,64.0,0.0,32.0,587.0,2.0,Texas,http://www.pro-football-reference.com/players/W/WallHe00.htm,68,159
1236,1983,7,171,Jeff Simmons,WR,23.0,RAM,1983.0,1983.0,0,0,0,0.0,3.0,0.0,,,,,,,USC,http://www.pro-football-reference.com/players/S/SimmJe20.htm,75,195
1237,1983,7,176,Rocky Belk,WR,23.0,CLE,1983.0,1983.0,0,0,0,1.0,10.0,0.0,1.0,-5.0,0.0,5.0,141.0,2.0,Miami (FL),http://www.pro-football-reference.com/players/B/BelkRo20.htm,72,187
1238,1983,8,221,Mike Martin,WR,22.0,CIN,1983.0,1989.0,0,0,0,8.0,76.0,0.0,3.0,24.0,0.0,67.0,1017.0,6.0,Illinois,http://www.pro-football-reference.com/players/M/MartMi00.htm,70,186
1239,1983,8,223,Mark Clayton,WR,22.0,MIA,1983.0,1993.0,0,5,10,78.0,158.0,142.0,14.0,108.0,0.0,582.0,8974.0,84.0,Louisville,http://www.pro-football-reference.com/players/C/ClayMa00.htm,69,177
1241,1983,10,253,Byron Williams,WR,22.0,GNB,1983.0,1985.0,0,0,0,8.0,37.0,5.0,2.0,18.0,0.0,59.0,1097.0,3.0,Texas-Arlington,http://www.pro-football-reference.com/players/W/WillBy00.htm,74,182
1243,1983,10,277,Mervyn Fernandez,WR,23.0,RAI,1987.0,1992.0,0,0,4,34.0,86.0,50.0,6.0,35.0,0.0,209.0,3764.0,19.0,San Jose St.,http://www.pro-football-reference.com/players/F/FernMe00.htm,75,205
1246,1983,11,301,Mike Harmon,WR,22.0,NYJ,1983.0,1983.0,0,0,0,0.0,9.0,0.0,,,,1.0,4.0,0.0,Mississippi,http://www.pro-football-reference.com/players/H/HarmMi20.htm,72,185
1247,1983,11,303,Tim Kearse,WR,23.0,SDG,1987.0,1987.0,0,0,0,1.0,3.0,0.0,,,,3.0,56.0,0.0,San Jose St.,http://www.pro-football-reference.com/players/K/KearTi21.htm,70,186
1248,1983,11,304,Gary Williams,WR,24.0,CIN,1984.0,1984.0,0,0,0,0.0,8.0,1.0,,,,,,,Ohio St.,http://www.pro-football-reference.com/players/W/WillGa22.htm,74,215
1250,1983,12,313,Oliver Williams,WR,22.0,CHI,1985.0,1987.0,0,0,0,4.0,14.0,3.0,,,,20.0,340.0,2.0,Illinois,http://www.pro-football-reference.com/players/W/WillOl20.htm,75,194
1252,1983,12,320,Julius Dawkins,WR,22.0,BUF,1983.0,1984.0,0,0,0,3.0,27.0,5.0,,,,32.0,418.0,3.0,Pittsburgh,http://www.pro-football-reference.com/players/D/DawkJu00.htm,73,196
1253,1983,12,334,Anthony Carter,WR,22.0,MIA,1985.0,1995.0,0,3,9,63.0,140.0,126.0,47.0,289.0,2.0,486.0,7733.0,55.0,Michigan,http://www.pro-football-reference.com/players/C/CartAn00.htm,71,168
1254,1982,1,11,Anthony Hancock,WR,22.0,KAN,1982.0,1986.0,0,0,0,11.0,59.0,8.0,,,,73.0,1266.0,5.0,Tennessee,http://www.pro-football-reference.com/players/H/HancAn00.htm,72,200
1255,1982,1,13,Lindsay Scott,WR,21.0,NOR,1982.0,1985.0,0,0,1,9.0,49.0,22.0,1.0,-4.0,0.0,69.0,864.0,1.0,Georgia,http://www.pro-football-reference.com/players/S/ScotLi00.htm,73,195
1256,1982,1,19,Perry Tuttle,WR,23.0,BUF,1982.0,1984.0,0,0,0,4.0,24.0,4.0,,,,25.0,375.0,3.0,Clemson,http://www.pro-football-reference.com/players/T/TuttPe00.htm,72,178
1257,1982,1,20,Mike Quick,WR,23.0,PHI,1982.0,1990.0,2,5,6,45.0,101.0,90.0,1.0,-5.0,0.0,363.0,6464.0,61.0,North Carolina St.,http://www.pro-football-reference.com/players/Q/QuicMi00.htm,74,190
1258,1982,2,50,Orlando McDaniel,WR,21.0,DEN,1982.0,1982.0,0,0,0,0.0,3.0,0.0,,,,,,,LSU,http://www.pro-football-reference.com/players/M/McDaOr20.htm,72,180
1259,1982,2,52,Mark Duper,WR,23.0,MIA,1982.0,1992.0,0,3,10,76.0,146.0,136.0,1.0,-10.0,0.0,511.0,8869.0,59.0,NW State (LA),http://www.pro-football-reference.com/players/D/DupeMa00.htm,69,185
1260,1982,3,56,Cedric Jones,WR,22.0,NWE,1982.0,1990.0,0,0,2,20.0,120.0,38.0,2.0,-4.0,0.0,191.0,2703.0,16.0,Duke,http://www.pro-football-reference.com/players/J/JoneCe00.htm,73,184
1262,1982,3,63,Stacey Bailey,WR,22.0,ATL,1982.0,1990.0,0,0,5,24.0,91.0,59.0,4.0,-2.0,0.0,206.0,3422.0,18.0,San Jose St.,http://www.pro-football-reference.com/players/B/BailSt00.htm,72,162
1263,1982,3,66,Eugene Goodlow,WR,23.0,NOR,1983.0,1986.0,0,0,2,14.0,54.0,30.0,3.0,11.0,0.0,115.0,1677.0,10.0,Kansas St.,http://www.pro-football-reference.com/players/G/GoodEu00.htm,74,185
1264,1982,3,68,Kenny Duckett,WR,22.0,NOR,1982.0,1985.0,0,0,0,6.0,36.0,1.0,3.0,-19.0,0.0,34.0,503.0,4.0,Wake Forest,http://www.pro-football-reference.com/players/D/DuckKe00.htm,72,184
1265,1982,4,89,Dennis Gentry,WR,23.0,CHI,1982.0,1992.0,0,0,1,24.0,159.0,30.0,137.0,764.0,5.0,171.0,2076.0,7.0,Baylor,http://www.pro-football-reference.com/players/G/GentDe00.htm,68,181
1266,1982,4,94,Steve Bryant,WR,22.0,HOU,1982.0,1987.0,0,0,0,4.0,42.0,10.0,,,,36.0,501.0,0.0,Purdue,http://www.pro-football-reference.com/players/B/BryaSt00.htm,74,195
1268,1982,6,158,Andre Tyler,WR,23.0,TAM,1983.0,1983.0,0,0,0,1.0,14.0,0.0,,,,6.0,77.0,0.0,Stanford,http://www.pro-football-reference.com/players/T/TyleAn20.htm,72,180
1274,1982,9,244,Tony Woodruff,WR,23.0,PHI,1982.0,1984.0,0,0,0,5.0,23.0,7.0,,,,36.0,554.0,5.0,Fresno St.,http://www.pro-football-reference.com/players/W/WoodTo00.htm,72,178
1281,1982,11,292,Edward Lee,WR,22.0,DET,1982.0,1982.0,0,0,0,0.0,0.0,0.0,,,,,,,South Carolina St.,http://www.pro-football-reference.com/players/L/LeexEd20.htm,71,182
1287,1982,12,321,Phil Epps,WR,23.0,GNB,1982.0,1989.0,0,0,3,26.0,95.0,45.0,11.0,135.0,1.0,200.0,2992.0,14.0,TCU,http://www.pro-football-reference.com/players/E/EppsPh00.htm,70,165
1289,1981,1,10,David Verser,WR,23.0,CIN,1981.0,1987.0,0,0,0,6.0,52.0,1.0,8.0,57.0,0.0,23.0,454.0,3.0,Kansas,http://www.pro-football-reference.com/players/V/VersDa00.htm,73,200
